[   57890ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   57929ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   57975ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58022ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58069ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58126ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58180ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58225ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58266ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58317ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58364ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58410ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58454ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58503ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58548ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58597ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58645ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58690ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58740ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58786ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58833ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58881ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58933ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   58982ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   59026ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   59069ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   59117ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   59162ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   59211ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   59258ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
[   59305ms] [WARNING] [.WebGL-0x34bc00140800] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:5173/:0
